split,unit,template_id,slice,family,size,seed,placement_jitter,canonical_config,horizon,optimal_actions,n_free_cells,betti_z2,betti_z2_sealed
train,Decoys8-100,TopoGym/Decoys8-50-v0,GridWorld2D,Decoys,100,2005,6,TG-GridWorld2D-S100-C1-D8-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2005,340,113,9461,1 8 0,2 9 0
train,Decoys8-50,TopoGym/Decoys8-50-v0,GridWorld2D,Decoys,50,2000,3,TG-GridWorld2D-S50-C1-D8-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2000,170,55,1961,1 8 0,2 9 0
train,Decoys8-50,TopoGym/Decoys8-50-v0,GridWorld2D,Decoys,50,2001,3,TG-GridWorld2D-S50-C1-D8-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2001,200,66,1961,1 8 0,2 9 0
train,Decoys8-50,TopoGym/Decoys8-50-v0,GridWorld2D,Decoys,50,2002,3,TG-GridWorld2D-S50-C1-D8-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2002,190,62,1961,1 8 0,2 9 0
train,Decoys8-50,TopoGym/Decoys8-50-v0,GridWorld2D,Decoys,50,2003,3,TG-GridWorld2D-S50-C1-D8-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2003,180,59,1961,1 8 0,2 9 0
train,Decoys8-50,TopoGym/Decoys8-50-v0,GridWorld2D,Decoys,50,2004,3,TG-GridWorld2D-S50-C1-D8-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2004,190,61,1961,1 8 0,2 9 0
train,Decoys8-50,TopoGym/Decoys8-50-v0,GridWorld2D,Decoys,50,2005,3,TG-GridWorld2D-S50-C1-D8-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2005,190,62,1961,1 8 0,2 9 0
train,Dilution-50,TopoGym/Dilution-50-v0,GridWorld2D,Dilution,50,2000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-ctr-bl-j3-open-slip0-seed2000,170,55,2473,1 0 0,2 1 0
train,Dilution-50,TopoGym/Dilution-50-v0,GridWorld2D,Dilution,50,2001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-ctr-bl-j3-open-slip0-seed2001,200,66,2473,1 0 0,2 1 0
train,Dilution-50,TopoGym/Dilution-50-v0,GridWorld2D,Dilution,50,2002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-ctr-bl-j3-open-slip0-seed2002,190,62,2473,1 0 0,2 1 0
train,Dilution-50,TopoGym/Dilution-50-v0,GridWorld2D,Dilution,50,2003,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-ctr-bl-j3-open-slip0-seed2003,180,57,2473,1 0 0,2 1 0
train,Dilution-50,TopoGym/Dilution-50-v0,GridWorld2D,Dilution,50,2004,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-ctr-bl-j3-open-slip0-seed2004,190,61,2473,1 0 0,2 1 0
train,Dilution-50,TopoGym/Dilution-50-v0,GridWorld2D,Dilution,50,2005,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-ctr-bl-j3-open-slip0-seed2005,190,62,2473,1 0 0,2 1 0
train,DontFall,TopoGym/DontFall-v0,Texture,DontFall,61,2000,0,TG-Texture-DontFall-seed2000,73,20,3541,1 0 0,13 12 0
train,DontFall,TopoGym/DontFall-v0,Texture,DontFall,61,2001,0,TG-Texture-DontFall-seed2001,210,69,3541,1 0 0,13 12 0
train,DontFall,TopoGym/DontFall-v0,Texture,DontFall,61,2002,0,TG-Texture-DontFall-seed2002,170,55,3541,1 0 0,13 12 0
train,DontFall,TopoGym/DontFall-v0,Texture,DontFall,61,2003,0,TG-Texture-DontFall-seed2003,230,75,3541,1 0 0,13 12 0
train,DontFall,TopoGym/DontFall-v0,Texture,DontFall,61,2004,0,TG-Texture-DontFall-seed2004,240,80,3541,1 0 0,13 12 0
train,DontFall,TopoGym/DontFall-v0,Texture,DontFall,61,2005,0,TG-Texture-DontFall-seed2005,140,44,3541,1 0 0,13 12 0
train,EnvironmentalIceShip,TopoGym/EnvironmentalIceShip-v0,Texture,EnvironmentalIceShip,50,2000,0,TG-Texture-EnvironmentalIceShip-seed2000,170,55,1351,3 4 0,6 4 0
train,EnvironmentalIceShip,TopoGym/EnvironmentalIceShip-v0,Texture,EnvironmentalIceShip,50,2001,0,TG-Texture-EnvironmentalIceShip-seed2001,180,60,1311,3 4 0,6 4 0
train,EnvironmentalIceShip,TopoGym/EnvironmentalIceShip-v0,Texture,EnvironmentalIceShip,50,2002,0,TG-Texture-EnvironmentalIceShip-seed2002,160,53,1316,3 4 0,6 4 0
train,EnvironmentalIceShip,TopoGym/EnvironmentalIceShip-v0,Texture,EnvironmentalIceShip,50,2003,0,TG-Texture-EnvironmentalIceShip-seed2003,150,47,1308,3 4 0,6 4 0
train,EnvironmentalIceShip,TopoGym/EnvironmentalIceShip-v0,Texture,EnvironmentalIceShip,50,2004,0,TG-Texture-EnvironmentalIceShip-seed2004,160,53,1273,3 4 0,6 4 0
train,EnvironmentalIceShip,TopoGym/EnvironmentalIceShip-v0,Texture,EnvironmentalIceShip,50,2005,0,TG-Texture-EnvironmentalIceShip-seed2005,210,68,1306,3 4 0,6 4 0
train,GiveUp1-100,TopoGym/GiveUp1-50-v0,GridWorld2D,GiveUp,100,2000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor1-ctr-bl-j6-open-slip0-seed2000,310,103,9971,1 0 0,2 1 0
train,GiveUp1-100,TopoGym/GiveUp1-50-v0,GridWorld2D,GiveUp,100,2001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor1-ctr-bl-j6-open-slip0-seed2001,360,118,9971,1 0 0,2 1 0
train,GiveUp1-100,TopoGym/GiveUp1-50-v0,GridWorld2D,GiveUp,100,2002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor1-ctr-bl-j6-open-slip0-seed2002,330,107,9971,1 0 0,2 1 0
train,GiveUp1-100,TopoGym/GiveUp1-50-v0,GridWorld2D,GiveUp,100,2003,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor1-ctr-bl-j6-open-slip0-seed2003,330,109,9971,1 0 0,2 1 0
train,GiveUp1-100,TopoGym/GiveUp1-50-v0,GridWorld2D,GiveUp,100,2004,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor1-ctr-bl-j6-open-slip0-seed2004,350,114,9971,1 0 0,2 1 0
train,GiveUp1-100,TopoGym/GiveUp1-50-v0,GridWorld2D,GiveUp,100,2005,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor1-ctr-bl-j6-open-slip0-seed2005,350,114,9971,1 0 0,2 1 0
train,GiveUp1-50,TopoGym/GiveUp1-50-v0,GridWorld2D,GiveUp,50,2000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor1-ctr-bl-j3-open-slip0-seed2000,170,56,2471,1 0 0,2 1 0
train,GiveUp1-50,TopoGym/GiveUp1-50-v0,GridWorld2D,GiveUp,50,2001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor1-ctr-bl-j3-open-slip0-seed2001,210,68,2471,1 0 0,2 1 0
train,GiveUp1-50,TopoGym/GiveUp1-50-v0,GridWorld2D,GiveUp,50,2002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor1-ctr-bl-j3-open-slip0-seed2002,190,63,2471,1 0 0,2 1 0
train,GiveUp1-50,TopoGym/GiveUp1-50-v0,GridWorld2D,GiveUp,50,2003,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor1-ctr-bl-j3-open-slip0-seed2003,180,58,2471,1 0 0,2 1 0
train,GiveUp1-50,TopoGym/GiveUp1-50-v0,GridWorld2D,GiveUp,50,2004,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor1-ctr-bl-j3-open-slip0-seed2004,190,62,2471,1 0 0,2 1 0
train,GiveUp1-50,TopoGym/GiveUp1-50-v0,GridWorld2D,GiveUp,50,2005,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor1-ctr-bl-j3-open-slip0-seed2005,190,63,2471,1 0 0,2 1 0
train,GiveUp2-100,TopoGym/GiveUp2-50-v0,GridWorld2D,GiveUp,100,2000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor2-ctr-bl-j6-open-slip0-seed2000,310,103,9969,1 0 0,2 1 0
train,GiveUp2-100,TopoGym/GiveUp2-50-v0,GridWorld2D,GiveUp,100,2001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor2-ctr-bl-j6-open-slip0-seed2001,360,119,9969,1 0 0,2 1 0
train,GiveUp2-100,TopoGym/GiveUp2-50-v0,GridWorld2D,GiveUp,100,2002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor2-ctr-bl-j6-open-slip0-seed2002,330,109,9969,1 0 0,2 1 0
train,GiveUp2-100,TopoGym/GiveUp2-50-v0,GridWorld2D,GiveUp,100,2003,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor2-ctr-bl-j6-open-slip0-seed2003,330,109,9969,1 0 0,2 1 0
train,GiveUp2-100,TopoGym/GiveUp2-50-v0,GridWorld2D,GiveUp,100,2004,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor2-ctr-bl-j6-open-slip0-seed2004,350,114,9969,1 0 0,2 1 0
train,GiveUp2-100,TopoGym/GiveUp2-50-v0,GridWorld2D,GiveUp,100,2005,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor2-ctr-bl-j6-open-slip0-seed2005,350,114,9969,1 0 0,2 1 0
train,GiveUp2-50,TopoGym/GiveUp2-50-v0,GridWorld2D,GiveUp,50,2000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor2-ctr-bl-j3-open-slip0-seed2000,170,56,2469,1 0 0,2 1 0
train,GiveUp2-50,TopoGym/GiveUp2-50-v0,GridWorld2D,GiveUp,50,2001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor2-ctr-bl-j3-open-slip0-seed2001,210,69,2469,1 0 0,2 1 0
train,GiveUp2-50,TopoGym/GiveUp2-50-v0,GridWorld2D,GiveUp,50,2002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor2-ctr-bl-j3-open-slip0-seed2002,200,65,2469,1 0 0,2 1 0
train,GiveUp2-50,TopoGym/GiveUp2-50-v0,GridWorld2D,GiveUp,50,2003,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor2-ctr-bl-j3-open-slip0-seed2003,180,58,2469,1 0 0,2 1 0
train,GiveUp2-50,TopoGym/GiveUp2-50-v0,GridWorld2D,GiveUp,50,2004,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor2-ctr-bl-j3-open-slip0-seed2004,190,62,2469,1 0 0,2 1 0
train,GiveUp2-50,TopoGym/GiveUp2-50-v0,GridWorld2D,GiveUp,50,2005,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor2-ctr-bl-j3-open-slip0-seed2005,190,63,2469,1 0 0,2 1 0
train,GiveUp4-100,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,100,2000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j6-open-slip0-seed2000,320,104,9965,1 0 0,2 1 0
train,GiveUp4-100,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,100,2001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j6-open-slip0-seed2001,370,122,9965,1 0 0,2 1 0
train,GiveUp4-100,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,100,2002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j6-open-slip0-seed2002,340,112,9965,1 0 0,2 1 0
train,GiveUp4-100,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,100,2003,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j6-open-slip0-seed2003,330,110,9965,1 0 0,2 1 0
train,GiveUp4-100,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,100,2004,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j6-open-slip0-seed2004,350,115,9965,1 0 0,2 1 0
train,GiveUp4-100,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,100,2005,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j6-open-slip0-seed2005,350,115,9965,1 0 0,2 1 0
train,GiveUp4-50,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,50,2000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j3-open-slip0-seed2000,180,57,2465,1 0 0,2 1 0
train,GiveUp4-50,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,50,2001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j3-open-slip0-seed2001,220,72,2465,1 0 0,2 1 0
train,GiveUp4-50,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,50,2002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j3-open-slip0-seed2002,210,68,2465,1 0 0,2 1 0
train,GiveUp4-50,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,50,2003,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j3-open-slip0-seed2003,180,59,2465,1 0 0,2 1 0
train,GiveUp4-50,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,50,2004,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j3-open-slip0-seed2004,190,63,2465,1 0 0,2 1 0
train,GiveUp4-50,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,50,2005,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j3-open-slip0-seed2005,200,64,2465,1 0 0,2 1 0
train,IceShip,TopoGym/IceShip-v0,Texture,IceShip,50,2000,0,TG-Texture-IceShip-seed2000,150,47,1351,3 4 0,6 4 0
train,IceShip,TopoGym/IceShip-v0,Texture,IceShip,50,2001,0,TG-Texture-IceShip-seed2001,180,58,1311,3 4 0,6 4 0
train,IceShip,TopoGym/IceShip-v0,Texture,IceShip,50,2002,0,TG-Texture-IceShip-seed2002,150,49,1316,3 4 0,6 4 0
train,IceShip,TopoGym/IceShip-v0,Texture,IceShip,50,2003,0,TG-Texture-IceShip-seed2003,130,43,1308,3 4 0,6 4 0
train,IceShip,TopoGym/IceShip-v0,Texture,IceShip,50,2004,0,TG-Texture-IceShip-seed2004,160,53,1273,3 4 0,6 4 0
train,IceShip,TopoGym/IceShip-v0,Texture,IceShip,50,2005,0,TG-Texture-IceShip-seed2005,190,62,1306,3 4 0,6 4 0
train,Ladders,TopoGym/Ladders-v0,Texture,Ladders,50,2000,0,TG-Texture-Ladders-seed2000,310,103,996,1 0 0,1 0 0
train,Ladders,TopoGym/Ladders-v0,Texture,Ladders,50,2001,0,TG-Texture-Ladders-seed2001,290,94,996,1 0 0,1 0 0
train,Ladders,TopoGym/Ladders-v0,Texture,Ladders,50,2002,0,TG-Texture-Ladders-seed2002,300,98,996,1 0 0,1 0 0
train,Ladders,TopoGym/Ladders-v0,Texture,Ladders,50,2003,0,TG-Texture-Ladders-seed2003,320,105,996,1 0 0,1 0 0
train,Ladders,TopoGym/Ladders-v0,Texture,Ladders,50,2004,0,TG-Texture-Ladders-seed2004,320,104,996,1 0 0,1 0 0
train,Ladders,TopoGym/Ladders-v0,Texture,Ladders,50,2005,0,TG-Texture-Ladders-seed2005,290,95,996,1 0 0,1 0 0
train,Maze-100,TopoGym/Maze-100-v0,GridWorld2D,Maze,100,2000,6,TG-GridWorld2D-S100-C0-D0-cs8-ds8-sep2-shpSq-j6-maze-slip0-seed2000,6260,2085,4801,1 0 0,1 0 0
train,Maze-100,TopoGym/Maze-100-v0,GridWorld2D,Maze,100,2001,6,TG-GridWorld2D-S100-C0-D0-cs8-ds8-sep2-shpSq-j6-maze-slip0-seed2001,7630,2543,4801,1 0 0,1 0 0
train,Maze-100,TopoGym/Maze-100-v0,GridWorld2D,Maze,100,2002,6,TG-GridWorld2D-S100-C0-D0-cs8-ds8-sep2-shpSq-j6-maze-slip0-seed2002,7170,2389,4801,1 0 0,1 0 0
train,Maze-100,TopoGym/Maze-100-v0,GridWorld2D,Maze,100,2003,6,TG-GridWorld2D-S100-C0-D0-cs8-ds8-sep2-shpSq-j6-maze-slip0-seed2003,4310,1434,4801,1 0 0,1 0 0
train,Maze-100,TopoGym/Maze-100-v0,GridWorld2D,Maze,100,2004,6,TG-GridWorld2D-S100-C0-D0-cs8-ds8-sep2-shpSq-j6-maze-slip0-seed2004,5750,1916,4801,1 0 0,1 0 0
train,Maze-100,TopoGym/Maze-100-v0,GridWorld2D,Maze,100,2005,6,TG-GridWorld2D-S100-C0-D0-cs8-ds8-sep2-shpSq-j6-maze-slip0-seed2005,7680,2557,4801,1 0 0,1 0 0
train,Maze-50,TopoGym/Maze-50-v0,GridWorld2D,Maze,50,2000,3,TG-GridWorld2D-S50-C0-D0-cs8-ds8-sep2-shpSq-j3-maze-slip0-seed2000,2070,688,1151,1 0 0,1 0 0
train,Maze-50,TopoGym/Maze-50-v0,GridWorld2D,Maze,50,2001,3,TG-GridWorld2D-S50-C0-D0-cs8-ds8-sep2-shpSq-j3-maze-slip0-seed2001,2420,805,1151,1 0 0,1 0 0
train,Maze-50,TopoGym/Maze-50-v0,GridWorld2D,Maze,50,2002,3,TG-GridWorld2D-S50-C0-D0-cs8-ds8-sep2-shpSq-j3-maze-slip0-seed2002,1890,628,1151,1 0 0,1 0 0
train,Maze-50,TopoGym/Maze-50-v0,GridWorld2D,Maze,50,2003,3,TG-GridWorld2D-S50-C0-D0-cs8-ds8-sep2-shpSq-j3-maze-slip0-seed2003,1410,469,1151,1 0 0,1 0 0
train,Maze-50,TopoGym/Maze-50-v0,GridWorld2D,Maze,50,2004,3,TG-GridWorld2D-S50-C0-D0-cs8-ds8-sep2-shpSq-j3-maze-slip0-seed2004,1840,611,1151,1 0 0,1 0 0
train,Maze-50,TopoGym/Maze-50-v0,GridWorld2D,Maze,50,2005,3,TG-GridWorld2D-S50-C0-D0-cs8-ds8-sep2-shpSq-j3-maze-slip0-seed2005,2240,744,1151,1 0 0,1 0 0
train,Nested1-100,TopoGym/Nested1-50-v0,GridWorld2D,Nested,100,2000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd1-j6-nested-slip0-seed2000,210,68,9914,1 0 0,3 2 0
train,Nested1-100,TopoGym/Nested1-50-v0,GridWorld2D,Nested,100,2001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd1-j6-nested-slip0-seed2001,170,54,9914,1 0 0,3 2 0
train,Nested1-100,TopoGym/Nested1-50-v0,GridWorld2D,Nested,100,2002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd1-j6-nested-slip0-seed2002,290,95,9914,1 0 0,3 2 0
train,Nested1-100,TopoGym/Nested1-50-v0,GridWorld2D,Nested,100,2003,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd1-j6-nested-slip0-seed2003,330,107,9914,1 0 0,3 2 0
train,Nested1-100,TopoGym/Nested1-50-v0,GridWorld2D,Nested,100,2004,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd1-j6-nested-slip0-seed2004,160,53,9914,1 0 0,3 2 0
train,Nested1-100,TopoGym/Nested1-50-v0,GridWorld2D,Nested,100,2005,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd1-j6-nested-slip0-seed2005,360,117,9914,1 0 0,3 2 0
train,Nested1-50,TopoGym/Nested1-50-v0,GridWorld2D,Nested,50,2000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd1-j3-nested-slip0-seed2000,190,62,2414,1 0 0,3 2 0
train,Nested1-50,TopoGym/Nested1-50-v0,GridWorld2D,Nested,50,2001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd1-j3-nested-slip0-seed2001,140,44,2414,1 0 0,3 2 0
train,Nested1-50,TopoGym/Nested1-50-v0,GridWorld2D,Nested,50,2002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd1-j3-nested-slip0-seed2002,210,68,2414,1 0 0,3 2 0
train,Nested1-50,TopoGym/Nested1-50-v0,GridWorld2D,Nested,50,2003,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd1-j3-nested-slip0-seed2003,160,51,2414,1 0 0,3 2 0
train,Nested1-50,TopoGym/Nested1-50-v0,GridWorld2D,Nested,50,2004,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd1-j3-nested-slip0-seed2004,180,59,2414,1 0 0,3 2 0
train,Nested1-50,TopoGym/Nested1-50-v0,GridWorld2D,Nested,50,2005,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd1-j3-nested-slip0-seed2005,140,46,2414,1 0 0,3 2 0
train,Nested2-100,TopoGym/Nested2-50-v0,GridWorld2D,Nested,100,2000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd2-j6-nested-slip0-seed2000,310,102,9835,1 0 0,4 3 0
train,Nested2-100,TopoGym/Nested2-50-v0,GridWorld2D,Nested,100,2001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd2-j6-nested-slip0-seed2001,390,127,9835,1 0 0,4 3 0
train,Nested2-100,TopoGym/Nested2-50-v0,GridWorld2D,Nested,100,2002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd2-j6-nested-slip0-seed2002,330,108,9835,1 0 0,4 3 0
train,Nested2-100,TopoGym/Nested2-50-v0,GridWorld2D,Nested,100,2003,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd2-j6-nested-slip0-seed2003,250,82,9835,1 0 0,4 3 0
train,Nested2-100,TopoGym/Nested2-50-v0,GridWorld2D,Nested,100,2004,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd2-j6-nested-slip0-seed2004,350,114,9835,1 0 0,4 3 0
train,Nested2-100,TopoGym/Nested2-50-v0,GridWorld2D,Nested,100,2005,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd2-j6-nested-slip0-seed2005,230,75,9835,1 0 0,4 3 0
train,Nested2-50,TopoGym/Nested2-50-v0,GridWorld2D,Nested,50,2000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd2-j3-nested-slip0-seed2000,250,81,2335,1 0 0,4 3 0
train,Nested2-50,TopoGym/Nested2-50-v0,GridWorld2D,Nested,50,2001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd2-j3-nested-slip0-seed2001,270,88,2335,1 0 0,4 3 0
train,Nested2-50,TopoGym/Nested2-50-v0,GridWorld2D,Nested,50,2002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd2-j3-nested-slip0-seed2002,310,101,2335,1 0 0,4 3 0
train,Nested2-50,TopoGym/Nested2-50-v0,GridWorld2D,Nested,50,2003,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd2-j3-nested-slip0-seed2003,340,111,2335,1 0 0,4 3 0
train,Nested2-50,TopoGym/Nested2-50-v0,GridWorld2D,Nested,50,2004,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd2-j3-nested-slip0-seed2004,260,84,2335,1 0 0,4 3 0
train,Nested2-50,TopoGym/Nested2-50-v0,GridWorld2D,Nested,50,2005,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd2-j3-nested-slip0-seed2005,300,100,2335,1 0 0,4 3 0
train,Nested3-100,TopoGym/Nested3-50-v0,GridWorld2D,Nested,100,2000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd3-j6-nested-slip0-seed2000,410,136,9732,1 0 0,5 4 0
train,Nested3-100,TopoGym/Nested3-50-v0,GridWorld2D,Nested,100,2001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd3-j6-nested-slip0-seed2001,330,107,9732,1 0 0,5 4 0
train,Nested3-100,TopoGym/Nested3-50-v0,GridWorld2D,Nested,100,2002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd3-j6-nested-slip0-seed2002,350,114,9732,1 0 0,5 4 0
train,Nested3-100,TopoGym/Nested3-50-v0,GridWorld2D,Nested,100,2003,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd3-j6-nested-slip0-seed2003,380,124,9732,1 0 0,5 4 0
train,Nested3-100,TopoGym/Nested3-50-v0,GridWorld2D,Nested,100,2004,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd3-j6-nested-slip0-seed2004,310,103,9732,1 0 0,5 4 0
train,Nested3-100,TopoGym/Nested3-50-v0,GridWorld2D,Nested,100,2005,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd3-j6-nested-slip0-seed2005,450,148,9732,1 0 0,5 4 0
train,Nested3-50,TopoGym/Nested3-50-v0,GridWorld2D,Nested,50,2000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd3-j3-nested-slip0-seed2000,370,121,2232,1 0 0,5 4 0
train,Nested3-50,TopoGym/Nested3-50-v0,GridWorld2D,Nested,50,2001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd3-j3-nested-slip0-seed2001,300,100,2232,1 0 0,5 4 0
train,Nested3-50,TopoGym/Nested3-50-v0,GridWorld2D,Nested,50,2002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd3-j3-nested-slip0-seed2002,480,158,2232,1 0 0,5 4 0
train,Nested3-50,TopoGym/Nested3-50-v0,GridWorld2D,Nested,50,2003,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd3-j3-nested-slip0-seed2003,340,112,2232,1 0 0,5 4 0
train,Nested3-50,TopoGym/Nested3-50-v0,GridWorld2D,Nested,50,2004,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd3-j3-nested-slip0-seed2004,350,115,2232,1 0 0,5 4 0
train,Nested3-50,TopoGym/Nested3-50-v0,GridWorld2D,Nested,50,2005,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd3-j3-nested-slip0-seed2005,380,126,2232,1 0 0,5 4 0
