split,unit,aliases,template_id,slice,family,size,seed,placement_jitter,canonical_config,horizon,optimal_actions,n_free_cells,betti_z2,betti_z2_sealed
tune,GiveUp4-100,,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,100,1002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j6-open-slip0-seed1002,350,115,9965,1 0 0,2 1 0
tune,GiveUp4-50,,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,50,1000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j3-open-slip0-seed1000,230,74,2465,1 0 0,2 1 0
tune,GiveUp4-50,,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,50,1001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j3-open-slip0-seed1001,240,80,2465,1 0 0,2 1 0
tune,GiveUp4-50,,TopoGym/GiveUp4-50-v0,GridWorld2D,GiveUp,50,1002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-cor4-ctr-bl-j3-open-slip0-seed1002,190,62,2465,1 0 0,2 1 0
tune,IceShip,,TopoGym/IceShip-v0,Texture,IceShip,50,1000,0,TG-Texture-IceShip-seed1000,180,57,1312,3 4 0,6 4 0
tune,IceShip,,TopoGym/IceShip-v0,Texture,IceShip,50,1001,0,TG-Texture-IceShip-seed1001,140,44,1311,3 4 0,6 4 0
tune,IceShip,,TopoGym/IceShip-v0,Texture,IceShip,50,1002,0,TG-Texture-IceShip-seed1002,150,47,1272,3 4 0,6 4 0
tune,Ladders,,TopoGym/Ladders-v0,Texture,Ladders,50,1000,0,TG-Texture-Ladders-seed1000,290,96,996,1 0 0,1 0 0
tune,Ladders,,TopoGym/Ladders-v0,Texture,Ladders,50,1001,0,TG-Texture-Ladders-seed1001,310,102,996,1 0 0,1 0 0
tune,Ladders,,TopoGym/Ladders-v0,Texture,Ladders,50,1002,0,TG-Texture-Ladders-seed1002,310,103,996,1 0 0,1 0 0
tune,Maze-100,,TopoGym/Maze-100-v0,GridWorld2D,Maze,100,1000,6,TG-GridWorld2D-S100-C0-D0-cs8-ds8-sep2-shpSq-j6-maze-slip0-seed1000,5270,1755,4801,1 0 0,1 0 0
tune,Maze-100,,TopoGym/Maze-100-v0,GridWorld2D,Maze,100,1001,6,TG-GridWorld2D-S100-C0-D0-cs8-ds8-sep2-shpSq-j6-maze-slip0-seed1001,7830,2609,4801,1 0 0,1 0 0
tune,Maze-100,,TopoGym/Maze-100-v0,GridWorld2D,Maze,100,1002,6,TG-GridWorld2D-S100-C0-D0-cs8-ds8-sep2-shpSq-j6-maze-slip0-seed1002,6140,2045,4801,1 0 0,1 0 0
tune,Maze-50,,TopoGym/Maze-50-v0,GridWorld2D,Maze,50,1000,3,TG-GridWorld2D-S50-C0-D0-cs8-ds8-sep2-shpSq-j3-maze-slip0-seed1000,1620,538,1151,1 0 0,1 0 0
tune,Maze-50,,TopoGym/Maze-50-v0,GridWorld2D,Maze,50,1001,3,TG-GridWorld2D-S50-C0-D0-cs8-ds8-sep2-shpSq-j3-maze-slip0-seed1001,2000,666,1151,1 0 0,1 0 0
tune,Maze-50,,TopoGym/Maze-50-v0,GridWorld2D,Maze,50,1002,3,TG-GridWorld2D-S50-C0-D0-cs8-ds8-sep2-shpSq-j3-maze-slip0-seed1002,2140,711,1151,1 0 0,1 0 0
tune,Nested1-100,,TopoGym/Nested1-50-v0,GridWorld2D,Nested,100,1000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd1-j6-nested-slip0-seed1000,290,96,9914,1 0 0,3 2 0
tune,Nested1-100,,TopoGym/Nested1-50-v0,GridWorld2D,Nested,100,1001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd1-j6-nested-slip0-seed1001,270,90,9914,1 0 0,3 2 0
tune,Nested1-100,,TopoGym/Nested1-50-v0,GridWorld2D,Nested,100,1002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd1-j6-nested-slip0-seed1002,250,83,9914,1 0 0,3 2 0
tune,Nested1-50,,TopoGym/Nested1-50-v0,GridWorld2D,Nested,50,1000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd1-j3-nested-slip0-seed1000,210,68,2414,1 0 0,3 2 0
tune,Nested1-50,,TopoGym/Nested1-50-v0,GridWorld2D,Nested,50,1001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd1-j3-nested-slip0-seed1001,120,38,2414,1 0 0,3 2 0
tune,Nested1-50,,TopoGym/Nested1-50-v0,GridWorld2D,Nested,50,1002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd1-j3-nested-slip0-seed1002,170,55,2414,1 0 0,3 2 0
tune,Nested2-100,,TopoGym/Nested2-50-v0,GridWorld2D,Nested,100,1000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd2-j6-nested-slip0-seed1000,350,116,9835,1 0 0,4 3 0
tune,Nested2-100,,TopoGym/Nested2-50-v0,GridWorld2D,Nested,100,1001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd2-j6-nested-slip0-seed1001,360,118,9835,1 0 0,4 3 0
tune,Nested2-100,,TopoGym/Nested2-50-v0,GridWorld2D,Nested,100,1002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd2-j6-nested-slip0-seed1002,300,100,9835,1 0 0,4 3 0
tune,Nested2-50,,TopoGym/Nested2-50-v0,GridWorld2D,Nested,50,1000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd2-j3-nested-slip0-seed1000,190,62,2335,1 0 0,4 3 0
tune,Nested2-50,,TopoGym/Nested2-50-v0,GridWorld2D,Nested,50,1001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd2-j3-nested-slip0-seed1001,230,75,2335,1 0 0,4 3 0
tune,Nested2-50,,TopoGym/Nested2-50-v0,GridWorld2D,Nested,50,1002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd2-j3-nested-slip0-seed1002,240,78,2335,1 0 0,4 3 0
tune,Nested3-100,,TopoGym/Nested3-50-v0,GridWorld2D,Nested,100,1000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd3-j6-nested-slip0-seed1000,440,144,9732,1 0 0,5 4 0
tune,Nested3-100,,TopoGym/Nested3-50-v0,GridWorld2D,Nested,100,1001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd3-j6-nested-slip0-seed1001,500,165,9732,1 0 0,5 4 0
tune,Nested3-100,,TopoGym/Nested3-50-v0,GridWorld2D,Nested,100,1002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-nd3-j6-nested-slip0-seed1002,360,119,9732,1 0 0,5 4 0
tune,Nested3-50,,TopoGym/Nested3-50-v0,GridWorld2D,Nested,50,1000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd3-j3-nested-slip0-seed1000,360,120,2232,1 0 0,5 4 0
tune,Nested3-50,,TopoGym/Nested3-50-v0,GridWorld2D,Nested,50,1001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd3-j3-nested-slip0-seed1001,380,125,2232,1 0 0,5 4 0
tune,Nested3-50,,TopoGym/Nested3-50-v0,GridWorld2D,Nested,50,1002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-nd3-j3-nested-slip0-seed1002,300,100,2232,1 0 0,5 4 0
tune,SearchRescue,,TopoGym/SearchRescue-v0,Texture,SearchRescue,61,1000,0,TG-Texture-SearchRescue-seed1000,220,73,2642,1 160 0,2 161 0
tune,SearchRescue,,TopoGym/SearchRescue-v0,Texture,SearchRescue,61,1001,0,TG-Texture-SearchRescue-seed1001,270,90,2706,1 160 0,2 161 0
tune,SearchRescue,,TopoGym/SearchRescue-v0,Texture,SearchRescue,61,1002,0,TG-Texture-SearchRescue-seed1002,280,93,2659,1 160 0,2 161 0
tune,ShapeCi-100,,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,100,1000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j6-open-slip0-seed1000,330,110,9969,1 0 0,2 1 0
tune,ShapeCi-100,,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,100,1001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j6-open-slip0-seed1001,390,128,9969,1 0 0,2 1 0
tune,ShapeCi-100,,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,100,1002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j6-open-slip0-seed1002,340,112,9969,1 0 0,2 1 0
tune,ShapeCi-50,,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,50,1000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j3-open-slip0-seed1000,180,57,2469,1 0 0,2 1 0
tune,ShapeCi-50,,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,50,1001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j3-open-slip0-seed1001,220,73,2469,1 0 0,2 1 0
tune,ShapeCi-50,,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,50,1002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j3-open-slip0-seed1002,180,59,2469,1 0 0,2 1 0
tune,ShapeSq-100,,TopoGym/ShapeSq-50-v0,GridWorld2D,ShapeSq,100,1000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-ctr-bl-j6-open-slip0-seed1000,370,121,9973,1 0 0,2 1 0
tune,ShapeSq-100,,TopoGym/ShapeSq-50-v0,GridWorld2D,ShapeSq,100,1001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-ctr-bl-j6-open-slip0-seed1001,390,129,9973,1 0 0,2 1 0
tune,ShapeSq-100,,TopoGym/ShapeSq-50-v0,GridWorld2D,ShapeSq,100,1002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-ctr-bl-j6-open-slip0-seed1002,340,113,9973,1 0 0,2 1 0
tune,ShapeSt-100,,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,100,1000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j6-open-slip0-seed1000,380,125,9957,1 0 0,2 1 0
tune,ShapeSt-100,,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,100,1001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j6-open-slip0-seed1001,420,137,9957,1 0 0,2 1 0
tune,ShapeSt-100,,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,100,1002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j6-open-slip0-seed1002,340,112,9957,1 0 0,2 1 0
tune,ShapeSt-50,,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,50,1000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j3-open-slip0-seed1000,220,72,2457,1 0 0,2 1 0
tune,ShapeSt-50,,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,50,1001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j3-open-slip0-seed1001,250,82,2457,1 0 0,2 1 0
tune,ShapeSt-50,,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,50,1002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j3-open-slip0-seed1002,180,59,2457,1 0 0,2 1 0
tune,ShapeTr-100,,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,100,1000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j6-open-slip0-seed1000,350,116,9959,1 0 0,2 1 0
tune,ShapeTr-100,,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,100,1001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j6-open-slip0-seed1001,380,126,9959,1 0 0,2 1 0
tune,ShapeTr-100,,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,100,1002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j6-open-slip0-seed1002,350,115,9959,1 0 0,2 1 0
tune,ShapeTr-50,,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,50,1000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j3-open-slip0-seed1000,190,63,2459,1 0 0,2 1 0
tune,ShapeTr-50,,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,50,1001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j3-open-slip0-seed1001,220,71,2459,1 0 0,2 1 0
tune,ShapeTr-50,,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,50,1002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j3-open-slip0-seed1002,190,62,2459,1 0 0,2 1 0
tune,SpaceWarp,,TopoGym/SpaceWarp-v0,Texture,SpaceWarp,50,1000,0,TG-Texture-SpaceWarp-seed1000,130,42,2391,2 1 0,5 4 0
tune,SpaceWarp,,TopoGym/SpaceWarp-v0,Texture,SpaceWarp,50,1001,0,TG-Texture-SpaceWarp-seed1001,150,50,2391,2 1 0,5 4 0
tune,SpaceWarp,,TopoGym/SpaceWarp-v0,Texture,SpaceWarp,50,1002,0,TG-Texture-SpaceWarp-seed1002,110,35,2391,2 1 0,5 4 0
tune,TopCylinder-50,,TopoGym/TopCylinder-50-v0,Top,TopCylinder,50,1000,0,TG-Top-TopCylinder-seed1000,150,47,2392,1 1 0,5 5 0
tune,TopCylinder-50,,TopoGym/TopCylinder-50-v0,Top,TopCylinder,50,1001,0,TG-Top-TopCylinder-seed1001,120,37,2392,1 1 0,5 5 0
tune,TopCylinder-50,,TopoGym/TopCylinder-50-v0,Top,TopCylinder,50,1002,0,TG-Top-TopCylinder-seed1002,130,42,2392,1 1 0,5 5 0
tune,TopKlein-50,,TopoGym/TopKlein-50-v0,Top,TopKlein,50,1000,0,TG-Top-TopKlein-seed1000,150,47,2392,1 2 1,5 5 0
tune,TopKlein-50,,TopoGym/TopKlein-50-v0,Top,TopKlein,50,1001,0,TG-Top-TopKlein-seed1001,120,37,2392,1 2 1,5 5 0
tune,TopKlein-50,,TopoGym/TopKlein-50-v0,Top,TopKlein,50,1002,0,TG-Top-TopKlein-seed1002,130,42,2392,1 2 1,5 5 0
tune,TopMobius-50,,TopoGym/TopMobius-50-v0,Top,TopMobius,50,1000,0,TG-Top-TopMobius-seed1000,150,47,2392,1 1 0,5 5 0
tune,TopMobius-50,,TopoGym/TopMobius-50-v0,Top,TopMobius,50,1001,0,TG-Top-TopMobius-seed1001,120,37,2392,1 1 0,5 5 0
tune,TopMobius-50,,TopoGym/TopMobius-50-v0,Top,TopMobius,50,1002,0,TG-Top-TopMobius-seed1002,130,42,2392,1 1 0,5 5 0
tune,TopPlane-50,,TopoGym/TopPlane-50-v0,Top,TopPlane,50,1000,0,TG-Top-TopPlane-seed1000,150,47,2392,1 0 0,5 4 0
tune,TopPlane-50,,TopoGym/TopPlane-50-v0,Top,TopPlane,50,1001,0,TG-Top-TopPlane-seed1001,120,37,2392,1 0 0,5 4 0
tune,TopPlane-50,,TopoGym/TopPlane-50-v0,Top,TopPlane,50,1002,0,TG-Top-TopPlane-seed1002,130,42,2392,1 0 0,5 4 0
tune,TopRP2-50,,TopoGym/TopRP2-50-v0,Top,TopRP2,50,1000,0,TG-Top-TopRP2-seed1000,150,47,2392,1 1 1,5 4 0
tune,TopRP2-50,,TopoGym/TopRP2-50-v0,Top,TopRP2,50,1001,0,TG-Top-TopRP2-seed1001,120,37,2392,1 1 1,5 4 0
tune,TopRP2-50,,TopoGym/TopRP2-50-v0,Top,TopRP2,50,1002,0,TG-Top-TopRP2-seed1002,130,42,2392,1 1 1,5 4 0
tune,TopTorus-50,,TopoGym/TopTorus-50-v0,Top,TopTorus,50,1000,0,TG-Top-TopTorus-seed1000,150,47,2392,1 2 1,5 5 0
tune,TopTorus-50,,TopoGym/TopTorus-50-v0,Top,TopTorus,50,1001,0,TG-Top-TopTorus-seed1001,120,37,2392,1 2 1,5 5 0
tune,TopTorus-50,,TopoGym/TopTorus-50-v0,Top,TopTorus,50,1002,0,TG-Top-TopTorus-seed1002,130,42,2392,1 2 1,5 5 0
